Solr_Field,Original_Name,Valid_Name,URI,Authority,Type,Relator,Action
mods_subject_topic_ms,"Calfe, Ed","Calfe, Ed",,local,personal,,
mods_subject_topic_ms,"Calhoun, J. C.","Calhoun, J. C.",,local,personal,,
mods_subject_name_personal_namePart_ms,"Calhoun, John C. (John Caldwell), 1782-1850","Calhoun, John C. (John Caldwell), 1782-1850",http://id.loc.gov/authorities/names/n79137102,naf,personal,,
mods_subject_name_corporate_namePart_ms,California. Dept. of Parks and Recreation,California. Department of Parks and Recreation,http://id.loc.gov/authorities/names/n79006463,naf,corporate,,replace
mods_subject_topic_ms,"Caligiuri, Richard","Caligiuri, Richard",,local,personal,,
mods_subject_topic_ms,"Caliguiri, Richard","Caliguiri, Richard",,local,personal,,
mods_subject_topic_ms,"Caliguiri, Richard.","Caliguiri, Richard",,local,personal,,replace
mods_subject_topic_ms,"Caliguini, Richard.","Caliguiri, Richard",,local,personal,,replace
mods_subject_topic_ms,"Caliguiri, Richard S.","Caliguiri, Richard",,local,personal,,replace
mods_subject_topic_ms,"Caliguiri, Richard, 1931-1988","Caliguiri, Richard",,local,personal,,replace
mods_subject_name_personal_namePart_ms,"Callender, James Thomson, 1758-1803","Callender, James Thomson, 1758-1803",http://id.loc.gov/authorities/names/n50032185,naf,personal,,
mods_subject_topic_ms,"Calonne, Charles Alexandre de, 1734-1802","Calonne, Charles Alexandre de, 1734-1802",http://id.loc.gov/authorities/names/n85099874,naf,personal,,
mods_subject_name_corporate_namePart_ms,"Calvary Episcopal Church (Pittsburgh, Pa.)","Calvary Episcopal Church (Pittsburgh, Pa.)",http://id.loc.gov/authorities/names/n85300998,naf,corporate,,
mods_subject_name_personal_namePart_ms,Calvert family,Calvert family,,local,personal,,
mods_subject_topic_ms,"Cambray, Chevalier de","Cambray, Chevalier de",http://id.loc.gov/authorities/names/nr96002698,naf,personal,,
mods_subject_topic_ms,"Pratt, Charles, Earl Camden, 1714-1794","Camden, Charles Pratt, Earl, 1714-1794",http://id.loc.gov/authorities/names/n86018348,naf,personal,,replace
mods_subject_topic_ms,"Camellia Flour Mill (Allegheny City, Pa.)","Camellia Flour Mill (Allegheny City, Pa.)",,local,corporate,,
mods_subject_topic_ms,"Campan, Mme (Jeanne-Louise-Henriette), 1752-1822","Campan, Mme (Jeanne-Louise-Henriette), 1752-1822",http://id.loc.gov/authorities/names/n83015893,naf,personal,,
mods_subject_topic_ms,"Campanella, Roy, 1921-","Campanella, Roy, 1921-1993",http://id.loc.gov/authorities/names/n90625146,naf,personal,,replace
mods_subject_topic_ms,"Campbell Memorial Chapel (Pittsburgh, Pa.)","Campbell Memorial Chapel (Pittsburgh, Pa.)",,local,corporate,,
mods_subject_topic_ms,Campbell's Bar &amp,"Campbell's Bar & Grill (Pittsburgh, Pa.)",,local,corporate,,replace
mods_subject_topic_ms,"Grill (Pittsburgh, Pa.)","Campbell's Bar & Grill (Pittsburgh, Pa.)",,local,corporate,,remove
mods_subject_name_personal_namePart_ms,"Campbell, Alexander, 1788-1866","Campbell, Alexander, 1788-1866",http://id.loc.gov/authorities/names/n50030911,naf,personal,,
mods_subject_topic_ms,"Campbell, Bob","Campbell, Bob",,local,personal,,
mods_subject_topic_ms,"Campbell, Levin H., Major General.","Campbell, Levin Hicks, 1886-1976",http://id.loc.gov/authorities/names/n2002126250,naf,personal,,replace
mods_subject_name_personal_namePart_ms,"Campbell, Patrick, d. 1817","Campbell, Patrick, -1817",http://id.loc.gov/authorities/names/no2014138319,naf,personal,,replace
mods_subject_topic_ms,"Campbell, R.","Campbell, R.",,local,personal,,
mods_subject_topic_ms,"Campbell, R. M.","Campbell, R. M.",,local,personal,,
mods_subject_name_personal_namePart_ms,"Campion, J. S","Campion, J. S.",,local,personal,,
mods_subject_topic_ms,"Candelaria, John.","Candelaria, John",,local,personal,,replace
mods_subject_topic_ms,"Canevin, J. Regis.","Canevin, J. Regis",,local,personal,,replace
mods_subject_topic_ms,"Canning and Pickle Workers Union Local 325 (Pittsburgh, Pa.)","Canning and Pickle Workers Union. Local 325 (Pittsburgh, Pa.)",,local,corporate,,
mods_subject_topic_ms,"Cannon, Nancy","Cannon, Nancy",,local,personal,,
mods_subject_topic_ms,"Canute, 995-1035","Canute I, King of England, 995?-1035",http://id.loc.gov/authorities/names/n81097818,naf,personal,,replace
mods_subject_topic_ms,Capital Airlines.,Capital Airlines,http://id.loc.gov/authorities/names/n84135520,naf,corporate,,replace
mods_subject_topic_ms,"Capital Airlines, Inc. (Pittsburgh, Pa.)","Capital Airlines, Inc. (Pittsburgh, Pa.)",,local,corporate,,
mods_subject_topic_ms,"Caplan, Jerry","Caplan, Jerry",,local,personal,,
mods_subject_topic_ms,"Caplan, Jerry L.","Caplan, Jerry L.",,local,personal,,
mods_subject_topic_ms,"Caples, Alice K. Thomas","Caples, Alice K. Thomas",,local,personal,,
mods_subject_topic_ms,"Capozzi, Al","Capozzi, Al",,local,personal,,
mods_subject_topic_ms,"Carbo, Toni.","Carbo, Toni",,local,personal,,replace
mods_subject_topic_ms,"Card, Ellen","Card, Ellen",,local,personal,,
mods_subject_topic_ms,"Carew, Bampfylde Moore, 1693-1770?","Carew, Bampfylde Moore, 1693-1770?",http://id.loc.gov/authorities/names/n92116937,naf,personal,,
mods_subject_topic_ms,"Carey, Josie.","Carey, Josie",http://id.loc.gov/authorities/names/no2007035280,naf,personal,,replace
mods_subject_topic_ms,"Carey, Mathew, 1760-1839.","Carey, Mathew, 1760-1839",http://id.loc.gov/authorities/names/n50035124,naf,personal,,replace
mods_subject_topic_ms,"Cargo School (Pittsburgh, Pa.)","Cargo School (Pittsburgh, Pa.)",,local,corporate,,
mods_subject_topic_ms,"Carl Wilhelm Ferdinand, Duke of Brunswick and Lu¨neburg, 1735-1806","Carl Wilhelm Ferdinand, Duke of Brunswick and Lüneburg, 1735-1806",http://id.loc.gov/authorities/names/n97000499,naf,personal,,replace
mods_subject_topic_ms,"Carleton, George, 1559-1628","Carleton, George, 1559-1628",http://id.loc.gov/authorities/names/n85029971,naf,personal,,
mods_subject_topic_ms,"Carleton, Osgood, 1742-1816.","Carleton, Osgood, 1742-1816",http://id.loc.gov/authorities/names/n50032421,naf,personal,,replace
mods_subject_topic_ms,"Carlin, James.","Carlin, James",,local,personal,,replace
mods_subject_topic_ms,Carlisle family.,Carlisle family,http://id.loc.gov/authorities/subjects/sh85020338,lcsh,family,,replace
mods_subject_topic_ms,Mount Mercy College.,"Carlow College (Oakland, Pittsburgh, Pa.)",http://id.loc.gov/authorities/names/n85245682,naf,corporate,,split
mods_subject_topic_ms,Carlow College.Antonian Hall.,"Carlow College (Oakland, Pittsburgh, Pa.). Antonian Hall",,local,corporate,,replace
mods_subject_topic_ms,"Carlson, G. W.","Carlson, G. W.",,local,personal,,
mods_subject_topic_ms,"Carmalt Academy of Science and Technology (Pittsburgh, Pa.)","Carmalt Academy of Science and Technology (Pittsburgh, Pa.)",,local,corporate,,
mods_subject_name_corporate_namePart_ms,Carmelites,Carmelites,http://id.loc.gov/authorities/names/n80020567,naf,corporate,,
mods_subject_topic_ms,"Carnegie Free Library (Allegheny, Pa.)",Carnegie Free Library of Allegheny,,local,corporate,,replace
mods_subject_topic_ms,"Carnegie High School (Carnegie, Pa.). Basketball Team","Carnegie High School (Carnegie, Pa.). Basketball Team",,local,corporate,,
mods_subject_topic_ms,Carnegie Home Dairy.,Carnegie Home Dairy,,local,corporate,,replace
mods_subject_topic_ms,"Carnegie Museum (Pittsburgh, Pa.)",Carnegie Institute,http://id.loc.gov/authorities/names/n80090004,naf,corporate,,replace
mods_subject_topic_ms,"Carnegie Institute (Pittsburgh, Pa.)",Carnegie Institute,http://id.loc.gov/authorities/names/n80090004,naf,corporate,,replace
mods_subject_topic_ms,Carnegie Institute.,Carnegie Institute,http://id.loc.gov/authorities/names/n80090004,naf,corporate,,replace
mods_subject_name_corporate_namePart_ms,Carnegie Institute,Carnegie Institute,http://id.loc.gov/authorities/names/n80090004,naf,corporate,,
mods_subject_topic_ms,"Carnegie Institute (Pittsburgh,Pa.)",Carnegie Institute,http://id.loc.gov/authorities/names/n80090004,naf,corporate,,replace
mods_subject_name_corporate_namePart_ms,Carnegie Institute of Technology,Carnegie Institute of Technology,http://id.loc.gov/authorities/names/n79054103,naf,corporate,,
mods_subject_topic_ms,Carnegie Institute of Technology.,Carnegie Institute of Technology,http://id.loc.gov/authorities/names/n79054103,naf,corporate,,replace
mods_subject_name_corporate_namePart_ms,Carnegie Institute. Museum of Art,Carnegie Institute. Museum of Art,http://id.loc.gov/authorities/names/n80046496,naf,corporate,,
mods_subject_name_conference_namePart_ms,Carnegie International,Carnegie International,http://id.loc.gov/authorities/names/n84162585,naf,conference,,
mods_subject_topic_ms,Carnegie Library of Pittsburgh.Homewood Branch.,Carnegie Library of Pittsburgh,http://id.loc.gov/authorities/names/n79107976,naf,corporate,,split
mods_subject_topic_ms,Carnegie Library of Pittsburgh.South Side.,Carnegie Library of Pittsburgh,http://id.loc.gov/authorities/names/n79107976,naf,corporate,,split
mods_subject_topic_ms,Carnegie Library of Pittsburgh.West End Branch.,Carnegie Library of Pittsburgh,http://id.loc.gov/authorities/names/n79107976,naf,corporate,,split
mods_subject_topic_ms,Carnegie Library of Pittsburgh.Penn Avenue Station.,Carnegie Library of Pittsburgh,http://id.loc.gov/authorities/names/n79107976,naf,corporate,,split
mods_subject_topic_ms,Carnegie Library of Pittsburgh.East Liberty.,Carnegie Library of Pittsburgh,http://id.loc.gov/authorities/names/n79107976,naf,corporate,,split
mods_subject_name_corporate_namePart_ms,Carnegie Library of Pittsburgh,Carnegie Library of Pittsburgh,http://id.loc.gov/authorities/names/n79107976,naf,corporate,,
mods_subject_topic_ms,Carnegie Library of Pittsburgh.Wylie Avenue Branch.,Carnegie Library of Pittsburgh,http://id.loc.gov/authorities/names/n79107976,naf,corporate,,split
mods_subject_topic_ms,Carnegie Library of Pittsburgh.Hazelwood Branch.,Carnegie Library of Pittsburgh,http://id.loc.gov/authorities/names/n79107976,naf,corporate,,split
mods_subject_topic_ms,Carnegie Library of Pittsburgh.East Liberty Branch.,Carnegie Library of Pittsburgh,http://id.loc.gov/authorities/names/n79107976,naf,corporate,,split
mods_subject_topic_ms,Carnegie Library of Pittsburgh.Home Library,Carnegie Library of Pittsburgh,http://id.loc.gov/authorities/names/n79107976,naf,corporate,,split
mods_subject_topic_ms,Carnegie libraries,Carnegie Library of Pittsburgh,http://id.loc.gov/authorities/names/n79107976,naf,corporate,,replace
mods_subject_topic_ms,Carnegie Library of Pittsburgh.Allegheny Regional.,Carnegie Library of Pittsburgh,http://id.loc.gov/authorities/names/n79107976,naf,corporate,,split
mods_subject_topic_ms,Carnegie Library of Pittsburgh.North Side Branch.,Carnegie Library of Pittsburgh,http://id.loc.gov/authorities/names/n79107976,naf,corporate,,split
mods_subject_topic_ms,Carnegie Library of Pittsburgh.Bookmobile.,Carnegie Library of Pittsburgh,http://id.loc.gov/authorities/names/n79107976,naf,corporate,,split
mods_subject_topic_ms,"Oakmont Carnegie Library (Oakmont, Pa.)",Carnegie Library of Pittsburgh,http://id.loc.gov/authorities/names/n79107976,naf,corporate,,replace
mods_subject_topic_ms,Carnegie Library of Pittsburgh.Allegheny Branch.,Carnegie Library of Pittsburgh,http://id.loc.gov/authorities/names/n79107976,naf,corporate,,split
mods_subject_topic_ms,Carnegie Library of Pittsburgh.South Side Branch.,Carnegie Library of Pittsburgh,http://id.loc.gov/authorities/names/n79107976,naf,corporate,,split
mods_subject_topic_ms,Carnegie Library of Pittsburgh.Mt. Washington Branch.,Carnegie Library of Pittsburgh,http://id.loc.gov/authorities/names/n79107976,naf,corporate,,split
mods_subject_topic_ms,"Carnegie Library (Pittsburgh, Pa.)",Carnegie Library of Pittsburgh,http://id.loc.gov/authorities/names/n79107976,naf,corporate,,replace
mods_subject_topic_ms,Carnegie Library of Pittsburgh. South Side.,Carnegie Library of Pittsburgh,http://id.loc.gov/authorities/names/n79107976,naf,corporate,,split
mods_subject_topic_ms,Carnegie Library of Pittsburgh.,Carnegie Library of Pittsburgh,http://id.loc.gov/authorities/names/n79107976,naf,corporate,,replace
mods_subject_topic_ms,Carnegie Library of Pittsburgh.Joseph Horne Station.,Carnegie Library of Pittsburgh,http://id.loc.gov/authorities/names/n79107976,naf,corporate,,split
mods_subject_topic_ms,Carnegie Library of Pittsburgh.Lawrenceville.,Carnegie Library of Pittsburgh,http://id.loc.gov/authorities/names/n79107976,naf,corporate,,split
mods_subject_topic_ms,Carnegie Library of Pittsburgh.Lawrenceville Branch.,Carnegie Library of Pittsburgh,http://id.loc.gov/authorities/names/n79107976,naf,corporate,,split
mods_subject_topic_ms,Carnegie Library of Pittsburgh.Allegheny Branch.,Carnegie Library of Pittsburgh. Allegheny Branch,,local,corporate,,replace
mods_subject_topic_ms,Carnegie Library of Pittsburgh.Allegheny Regional.,Carnegie Library of Pittsburgh. Allegheny Branch,,local,corporate,,replace
mods_subject_topic_ms,Carnegie Library of Pittsburgh.Bookmobile.,Carnegie Library of Pittsburgh,http://id.loc.gov/authorities/names/n79107976,naf,corporate,,replace
mods_subject_topic_ms,Carnegie Library of Pittsburgh.East Liberty.,Carnegie Library of Pittsburgh. East Liberty Branch,,local,corporate,,replace
mods_subject_topic_ms,Carnegie Library of Pittsburgh.East Liberty Branch.,Carnegie Library of Pittsburgh. East Liberty Branch,,local,corporate,,replace
mods_subject_topic_ms,Carnegie Library of Pittsburgh.Hazelwood Branch.,Carnegie Library of Pittsburgh. Hazelwood Branch,,local,corporate,,replace
mods_subject_topic_ms,Carnegie Library of Pittsburgh.Home Library,Carnegie Library of Pittsburgh. Home Library,,local,corporate,,replace
mods_subject_topic_ms,Carnegie Library of Pittsburgh.Homewood Branch.,Carnegie Library of Pittsburgh. Homewood Branch,,local,corporate,,replace
mods_subject_topic_ms,Carnegie Library of Pittsburgh.Joseph Horne Station.,Carnegie Library of Pittsburgh. Joseph Horne Station,,local,corporate,,replace
mods_subject_topic_ms,Carnegie Library of Pittsburgh.Lawrenceville.,Carnegie Library of Pittsburgh. Lawrenceville Branch,,local,corporate,,replace
mods_subject_topic_ms,Carnegie Library of Pittsburgh.Lawrenceville Branch.,Carnegie Library of Pittsburgh. Lawrenceville Branch,,local,corporate,,replace
mods_subject_topic_ms,Carnegie Library of Pittsburgh.Mt. Washington Branch.,Carnegie Library of Pittsburgh. Mt. Washington Branch,,local,corporate,,replace
mods_subject_topic_ms,Carnegie Library of Pittsburgh.North Side Branch.,Carnegie Library of Pittsburgh. Allegheny Branch,,local,corporate,,replace
mods_subject_topic_ms,Carnegie Library of Pittsburgh.Penn Avenue Station.,Carnegie Library of Pittsburgh. Penn Avenue Station,,local,corporate,,replace
mods_subject_topic_ms,Carnegie Library of Pittsburgh. South Side.,Carnegie Library of Pittsburgh. South Side Branch,,local,corporate,,replace
mods_subject_topic_ms,Carnegie Library of Pittsburgh.South Side.,Carnegie Library of Pittsburgh. South Side Branch,,local,corporate,,replace
mods_subject_topic_ms,Carnegie Library of Pittsburgh.South Side Branch.,Carnegie Library of Pittsburgh. South Side Branch,,local,corporate,,replace
mods_subject_topic_ms,Carnegie Library of Pittsburgh.West End Branch.,Carnegie Library of Pittsburgh. West End Branch,,local,corporate,,replace
mods_subject_topic_ms,Carnegie Library of Pittsburgh.Wylie Avenue Branch.,Carnegie Library of Pittsburgh. Hill District Branch,,local,corporate,,replace
mods_subject_topic_ms,"Mellon Institute (Pittsburgh, Pa.).Library.",Carnegie Mellon University,http://id.loc.gov/authorities/names/n79054102,naf,corporate,,split
mods_subject_topic_ms,Carnegie-Mellon University.,Carnegie Mellon University,http://id.loc.gov/authorities/names/n79054102,naf,corporate,,replace
mods_subject_topic_ms,Carnegie Mellon University.,Carnegie Mellon University,http://id.loc.gov/authorities/names/n79054102,naf,corporate,,replace
mods_subject_topic_ms,"Carnegie Mellon University (Pittsburgh, Pa.)",Carnegie Mellon University,http://id.loc.gov/authorities/names/n79054102,naf,corporate,,replace
mods_subject_topic_ms,"College of Fine Arts (Pittsburgh, Pa.)",Carnegie Mellon University. College of Fine Arts,http://id.loc.gov/authorities/names/n82257669,naf,corporate,,replace
mods_subject_topic_ms,Carnegie Mellon University.Graduate School of Industrial Administration.,Carnegie Mellon University. Graduate School of Industrial Administration,http://id.loc.gov/authorities/names/n80065944,naf,corporate,,replace
mods_subject_topic_ms,"Mellon Institute (Pittsburgh, Pa.).Library.",Carnegie Mellon University. Libraries,http://id.loc.gov/authorities/names/no92002656,naf,corporate,,add
mods_subject_topic_ms,"Carnegie Museum of Art (Pittsburgh, Pa.)",Carnegie Museum of Art,http://id.loc.gov/authorities/names/n88065070,naf,corporate,,replace
mods_subject_topic_ms,"Carnegie Museum of Art (Pittsburgh, Pa.).Hall of Sculpture.","Carnegie Museum of Art (Pittsburgh, Pa.). Hall of Sculpture",,local,corporate,,replace
mods_subject_topic_ms,"Carnegie Museum of Art (Pittsburgh,Pa.).Sculpture Hall.","Carnegie Museum of Art (Pittsburgh,Pa.). Sculpture Hall",,local,corporate,,replace
mods_subject_topic_ms,"Carnegie Museum of Natural History (Pittsburgh, Pa.)",Carnegie Museum of Natural History,http://id.loc.gov/authorities/names/n80060813,naf,corporate,,replace
mods_subject_topic_ms,"Carnegie Museum of Natural History (Pittsburgh, Pa.).Hall of Mammal Evolution.","Carnegie Museum of Natural History (Pittsburgh, Pa.). Hall of Mammal Evolution",,local,corporate,,replace
mods_subject_topic_ms,"Carnegie Music Hall (Pittsburgh, Pa.)","Carnegie Music Hall (Pittsburgh, Pa.)",http://id.loc.gov/authorities/names/no2020030009,naf,corporate,,
mods_subject_topic_ms,"Carnegie Music Hall (Pittsburgh, Pa.).Foyer.","Carnegie Music Hall (Pittsburgh, Pa.). Foyer",,local,corporate,,replace
mods_subject_topic_ms,"Carnegie Public Library (Pittsburgh, Pa.).Wylie Avenue Branch.","Carnegie Public Library (Pittsburgh, Pa.). Wylie Avenue Branch",,local,corporate,,replace
mods_subject_name_corporate_namePart_ms,Carnegie Steel Company,Carnegie Steel Company,http://id.loc.gov/authorities/names/n91052931,naf,corporate,,
mods_subject_name_corporate_namePart_ms,Carnegie Steel Company.,Carnegie Steel Company,http://id.loc.gov/authorities/names/n91052931,naf,corporate,,replace
mods_subject_topic_ms,Carnegie Steel Company.Homestead Steel Works.,Carnegie Steel Company. Homestead Steel Works,,local,corporate,,replace
